City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,touros,-5.1989,-35.4608,25.98,71,53,6.48,BR,1697336604
289,dmitrovsk-orlovskiy,52.505,35.1464,13.32,68,98,7.02,RU,1697336422
290,acapulco de juarez,16.8634,-99.8901,28.9,79,75,2.57,MX,1697336404
291,saint-francois,46.4154,3.9054,5.69,100,0,1.03,FR,1697336354
292,vorkuta,67.5,64.0,-1.22,92,100,3.61,RU,1697336605
293,bayanaul,50.7889,75.6956,4.2,94,100,6.34,KZ,1697336606
294,parabel',58.6978,81.4825,3.28,96,100,5.36,RU,1697336606
295,thomson,33.4707,-82.5046,19.79,80,0,3.6,US,1697336606
296,polyarnyy,69.1989,33.4478,2.23,97,100,15.18,RU,1697336606
297,constitucion,-35.3333,-72.4167,10.61,85,0,5.12,CL,1697336456
298,sarkand,45.41,79.9186,3.46,69,14,2.55,KZ,1697336607
299,vallenar,-28.5708,-70.7581,19.78,47,0,0.59,CL,1697336607
300,souillac,-20.5167,57.5167,18.21,88,20,3.09,MU,1697336607
301,mata-utu,-13.2816,-176.1745,27.52,75,20,7.76,WF,1697336608
302,awjilah,29.1081,21.2869,19.11,74,0,2.94,LY,1697336608
303,kerikeri,-35.2268,173.9474,20.54,48,60,4.31,NZ,1697336520
304,mayuge,0.4597,33.4803,18.63,82,100,1.16,UG,1697336608
305,yeed,4.55,43.0333,26.47,71,77,5.54,SO,1697336609
306,kodiak,57.79,-152.4072,7.73,66,75,4.12,US,1697336609
307,pochinok,54.4068,32.4407,11.52,85,100,3.09,RU,1697336609
308,coquimbo,-29.9533,-71.3436,12.85,94,20,1.03,CL,1697336597
309,gaigeturi,33.4644,126.3183,21.03,60,40,5.66,KR,1697336609
310,rongelap,11.1635,166.8941,28.53,74,90,3.54,MH,1697336610
311,keflavik,64.0049,-22.5624,5.24,100,100,6.69,IS,1697336610
312,kargasok,59.0556,80.8572,4.42,96,100,6.26,RU,1697336610
313,kolda,12.8833,-14.95,25.19,83,99,1.58,SN,1697336611
314,avarua,-21.2078,-159.775,23.03,78,75,4.63,CK,1697336611
315,inari,68.906,27.0288,0.11,98,100,6.77,FI,1697336611
316,eynesil,41.0645,39.1438,17.88,50,94,3.22,TR,1697336611
317,acarau,-2.8856,-40.12,26.15,82,45,8.38,BR,1697336532
318,mahdia,35.5047,11.0622,18.97,60,0,3.66,TN,1697336612
319,qashyr,53.0675,76.1036,7.52,81,100,5.55,KZ,1697336612
320,cabo san lucas,22.8909,-109.9124,28.67,73,0,5.14,MX,1697335815
321,san rafael,-34.6177,-68.3301,19.33,25,3,2.65,AR,1697336612
322,osakarovka,50.565,72.5692,5.36,84,96,6.93,KZ,1697336613
323,lagunas,-5.2269,-75.6753,21.98,96,69,0.85,PE,1697336613
324,sabang,5.8933,95.3214,27.43,78,100,5.22,ID,1697336613
325,kurumkan,54.3,110.3,1.74,75,35,3.13,RU,1697336613
326,margate,51.3813,1.3862,8.26,75,2,2.68,GB,1697336613
327,mayya,61.7333,130.2811,-5.38,57,5,2.98,RU,1697336614
328,rampachodavaram,17.45,81.7667,25.95,78,17,0.73,IN,1697336614
329,glace bay,46.1969,-59.957,10.09,95,100,3.09,CA,1697336614
330,nizhnyaya omka,55.4338,74.9426,5.85,88,86,3.47,RU,1697336614
331,farsan,32.2569,50.561,4.02,54,0,1.78,IR,1697336615
332,del rio,29.3627,-100.8968,27.06,24,100,2.57,US,1697336488
333,saint augustine beach,29.8505,-81.2654,22.79,83,0,0,US,1697336615
334,enewetak,11.3474,162.3373,28.69,72,76,4.03,MH,1697336615
335,happy valley-goose bay,53.3168,-60.3315,9.17,87,100,10.8,CA,1697336616
336,tsiombe,-25.3,45.4833,21.3,90,7,1.78,MG,1697336616
337,puerto deseado,-47.7503,-65.8938,8.32,75,2,4.9,AR,1697336616
338,lazaro cardenas,17.9583,-102.2,27.09,87,95,2.65,MX,1697336616
339,saga,33.2493,130.2988,21.97,60,40,4.12,JP,1697336617
340,westport,41.1415,-73.3579,10.9,90,100,2.57,US,1697336337
341,bahawalnagar,30.5508,73.3908,23.58,44,0,2.79,PK,1697336617
342,susuman,62.7833,148.1667,-9.45,83,100,0.89,RU,1697336617
343,dauphin,51.1494,-100.0502,6.08,87,40,2.06,CA,1697336618
344,sisimiut,66.9395,-53.6735,-4.24,76,38,4,GL,1697336618
345,mersa matruh,31.3525,27.2453,21.11,73,20,4.12,EG,1697336618
346,k'olito,7.3167,38.0833,15.59,82,89,2.66,ET,1697336618
347,murghob,38.1702,73.9667,-0.91,34,29,1.04,TJ,1697336618
348,dryden,49.7833,-92.7503,4.16,87,0,2.57,CA,1697336619
349,lamballe,48.4676,-2.5144,10.06,58,90,2.94,FR,1697336619
350,ghat,24.9647,10.1728,22.79,26,1,1.44,LY,1697336619
351,kavaratti,10.5669,72.642,26.25,83,100,5.55,IN,1697336619
352,portland,45.5234,-122.6762,16.16,89,100,1.54,US,1697336217
353,lerwick,60.1545,-1.1494,5,69,100,11.97,GB,1697336620
354,tocoa,15.6833,-86.0,25.73,97,20,1.13,HN,1697336620
355,fort mcmurray,56.7268,-111.381,8.77,61,0,4.12,CA,1697336620
356,luderitz,-26.6481,15.1594,12.73,97,17,1,NA,1697336620
357,khoyniki,51.8911,29.9552,12.95,74,42,2.76,BY,1697336621
358,guerrero negro,27.9769,-114.0611,19.65,86,13,6.24,MX,1697336621
359,mapastepec,15.4333,-92.9,26.27,94,100,1.2,MX,1697336621
360,chonchi,-42.6128,-73.8092,7.84,96,33,1.42,CL,1697336621
361,kuta,-8.7233,115.1723,28.97,79,40,2.68,ID,1697336622
362,waingapu,-9.6567,120.2641,31.18,53,95,6.43,ID,1697336622
363,mejit,10.2753,170.8646,28.08,75,23,3.89,MH,1697336622
364,nezhinka,51.7676,55.3694,1.09,93,0,2,RU,1697336420
365,choma,-16.8065,26.9531,24.45,40,99,1.98,ZM,1697336623
366,haderslev,55.2538,9.4898,8.91,70,20,5.66,DK,1697336623
367,wenchang,30.904,118.4887,22.75,59,0,3.15,CN,1697336623
368,hengchun,22.0042,120.7439,26.88,74,21,7.03,TW,1697336623
369,mangai,-4.05,19.5333,21.47,99,100,1.41,CD,1697336623
370,anatuya,-28.4606,-62.8347,19.92,31,0,5,AR,1697336624
371,barbacoas,1.6715,-78.1398,24.06,95,94,0.42,CO,1697336624
372,raja,8.4596,25.678,22.31,91,100,0.86,SS,1697336624
373,belmonte,-15.8631,-38.8828,23.71,88,8,2.92,BR,1697336624
374,niquero,20.0431,-77.5828,27.58,80,100,1.2,CU,1697336625
375,mormugao,15.4,73.8,25.54,86,19,2.37,IN,1697336625
376,montemor-o-novo,38.6481,-8.2145,17.23,79,100,0.56,PT,1697336625
377,argo,37.6333,22.7333,18.26,70,0,1.11,GR,1697336625
378,carutapera,-1.195,-46.02,26.52,76,62,3.15,BR,1697336626
379,faya-largeau,17.9257,19.1043,28.77,24,5,10,TD,1697336626
380,hadibu,12.65,54.0333,26.53,77,2,1.25,YE,1697336626
381,san luis de la loma,17.2706,-100.8939,27.08,90,100,2.07,MX,1697336626
382,missoula,47.0166,-113.8009,7.22,75,58,0.88,US,1697336380
383,ishikawa,26.4233,127.8214,27.41,65,75,5.14,JP,1697336627
384,chontalpa,17.7,-93.5167,24.84,94,97,1.24,MX,1697336627
385,dalbandin,28.8947,64.4101,21.37,26,7,2.18,PK,1697336627
386,abaza,52.655,90.0928,4.11,98,100,1.37,RU,1697336628
387,sumbe,-11.2061,13.8437,22.95,87,100,2.4,AO,1697336628
388,konarka,19.9,86.1167,27.22,73,0,3.06,IN,1697336628
389,bloemfontein,-29.1211,26.214,7.71,81,2,2.57,ZA,1697336628
390,la passe,45.5549,-0.8967,11.1,65,72,3.08,FR,1697336628
391,igarka,67.4667,86.5833,0.95,98,100,5.91,RU,1697336629
392,fergana,40.3842,71.7843,6.09,65,0,1.03,UZ,1697336629
393,ugoofaaru,5.6667,73.0,26.3,78,96,1.64,MV,1697336629
394,paita,-5.0892,-81.1144,20.03,82,23,5.73,PE,1697336629
395,broken hill,-31.95,141.4333,21.88,37,1,4.03,AU,1697336391
396,princeville,45.7668,-61.2985,10.2,93,78,4.12,CA,1697336630
397,magadan,59.5667,150.8,1.41,66,100,1.34,RU,1697336630
398,jiangyou,31.7667,104.7167,19.59,70,83,0.7,CN,1697336630
399,selfoss,63.9331,-20.9971,1.14,95,100,1.74,IS,1697336631
400,rivera,-30.9053,-55.5508,12.43,92,1,4.79,UY,1697336631
401,hasaki,35.7333,140.8333,16.27,96,100,7.62,JP,1697336631
402,onguday,50.75,86.15,5.25,94,100,0.9,RU,1697336482
403,lautoka,-17.6167,177.4667,28.92,70,20,6.69,FJ,1697336632
404,jiuquan,39.7432,98.5174,13.04,22,4,1.92,CN,1697336632
405,labasa,-16.4167,179.3833,28.46,66,97,4.96,FJ,1697336632
406,kish,26.5578,54.0194,28.15,83,0,2.06,IR,1697336632
407,northam,51.0333,-4.2167,10.9,75,27,3.62,GB,1697336633
408,gotse delchev,41.5667,23.7333,13,66,3,1.18,BG,1697336633
409,qarauyl,48.9451,79.255,5.35,56,64,6.39,KZ,1697336633
410,andergrove,-21.0833,149.1833,31.47,63,4,3.88,AU,1697336633
411,alo,7.4178,6.7371,24.41,96,98,1.61,NG,1697336633
412,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697336634
413,bandar abbas,27.1865,56.2808,27.99,94,40,3.09,IR,1697336634
414,miles city,46.4083,-105.8406,8.54,61,0,3.09,US,1697336634
415,korla,41.7597,86.1469,16.45,28,9,2.55,CN,1697336634
416,mopti,14.6667,-4.0,30.86,21,43,1.2,ML,1697336634
417,waspan,14.7419,-83.9717,25.6,93,67,1.76,NI,1697336635
418,pariaman,-0.619,100.12,28.03,76,92,0.81,ID,1697336635
419,terrace,54.5163,-128.6035,11.95,100,100,2.06,CA,1697336635
420,itoman,26.1247,127.6694,27.43,61,75,5.66,JP,1697336635
421,coahuayana de hidalgo,18.7,-103.6583,26.31,91,100,0.66,MX,1697336636
422,twon-brass,4.3151,6.2418,26.48,86,71,3.14,NG,1697336622
423,waimea,20.0231,-155.6717,21.19,94,25,2.12,US,1697336636
424,tyuratam,45.6507,63.3156,7.26,52,99,2.12,KZ,1697336636
425,kabare,-2.4683,28.8242,17.02,93,100,1.39,CD,1697336637
426,sao joao do paraiso,-15.3136,-42.0144,21.29,67,100,4.88,BR,1697336637
427,alzamay,55.5562,98.6644,4.94,63,100,0.81,RU,1697336637
428,gamba,-2.65,10.0,24.66,92,100,4.36,GA,1697336637
429,ulaangom,49.9811,92.0667,9.52,57,79,0.78,MN,1697336638
430,sokol,59.4617,40.1206,11.38,85,100,5.53,RU,1697336638
431,suva,-18.1416,178.4415,26.71,74,75,5.14,FJ,1697336365
432,inirida,3.8653,-67.9239,22.32,98,100,1.78,CO,1697336372
433,anuradhapura,8.3565,80.4173,24.86,89,98,3.61,LK,1697336638
434,nagqu,31.5,92.0,1.15,54,34,2.9,CN,1697336639
435,keetmanshoop,-26.5833,18.1333,15.51,47,10,3.09,NA,1697336639
436,callao,-12.0667,-77.15,20.4,77,40,4.63,PE,1697336639
437,dadukou,26.5479,101.7054,20,79,90,1,CN,1697336639
438,muroto-misakicho,33.2833,134.15,22.16,57,0,7.46,JP,1697336640
439,curillo,1.0333,-75.9191,22.82,96,98,0.76,CO,1697336640
440,andalusia,31.3085,-86.4833,18.92,83,0,2.48,US,1697336548
441,san rafael del sur,11.8485,-86.4384,26.54,87,100,0.73,NI,1697336640
442,seosan,36.7817,126.4522,18.62,62,18,4.83,KR,1697336640
443,chitapur,17.1167,77.0833,25.17,66,46,1.86,IN,1697336641
444,santa cruz,-17.8,-63.1667,23.7,69,10,3.09,BO,1697336420
445,brisas de zicatela,15.8369,-97.0419,28.29,61,75,0,MX,1697336641
446,khanty-mansiysk,61.0042,69.0019,2.06,87,75,4.02,RU,1697336642
447,wotho,10.1657,166.0102,28.31,76,94,2.44,MH,1697336642
448,kirensk,57.7853,108.1119,1.68,99,100,2.24,RU,1697336580
449,kapoeta,4.7717,33.5903,27.92,52,100,4.56,SS,1697336642
450,aripuana,-9.1667,-60.6333,22.77,93,33,1,BR,1697336643
451,corinto,37.9407,22.9573,18.75,59,0,0.9,GR,1697336643
452,poxoreo,-15.8372,-54.3892,25.21,74,89,0.43,BR,1697336643
453,es castell,39.8795,4.2854,20.38,94,20,3.09,ES,1697336644
454,la ronge,55.1001,-105.2842,7.14,65,0,3.6,CA,1697336444
455,kabansk,52.0486,106.6528,8.23,44,14,2.41,RU,1697336644
456,malaya vishera,58.8454,32.2222,8.1,79,76,6.21,RU,1697336644
457,spring creek,40.7266,-115.5859,12.94,31,92,1.24,US,1697336644
458,mohr,54.3528,9.7167,7.23,86,95,5.66,DE,1697336645
459,east glenville,42.8945,-73.9279,10.32,91,100,0.45,US,1697336645
460,ternate,0.8,127.4,28.78,74,27,3.14,ID,1697336645
461,zhumysker,49.3333,49.4,9.62,90,60,2.83,KZ,1697336645
462,conceicao do mato dentro,-19.0372,-43.425,20.95,94,90,2.63,BR,1697336645
463,kalmunai,7.4167,81.8167,25.71,79,40,0.98,LK,1697336646
464,bay harbor,30.1471,-85.6146,23.97,80,20,6.17,US,1697336646
465,lucapa,-8.4192,20.7447,18.24,91,100,1.18,AO,1697336646
466,kolpny,52.2282,37.0368,11.99,76,75,7.21,RU,1697336646
467,pont rouge,48.8833,-72.0825,8.16,84,100,5.73,CA,1697336647
468,rib mountain,44.9128,-89.6754,8.42,82,0,1.54,US,1697336647
469,white river,-25.3318,31.0117,14.6,100,100,2.57,ZA,1697336647
470,maputo,-25.9653,32.5892,19.82,60,40,6.17,MZ,1697336420
471,zouerate,22.7187,-12.4521,27.95,16,0,2.99,MR,1697336648
472,kittila,67.6647,24.8936,-0.92,93,100,5.66,FI,1697336648
473,zhanaozen,43.3,52.8,9.66,43,0,4.22,KZ,1697336649
474,marcos juarez,-32.6978,-62.1067,12.76,36,0,4.32,AR,1697336649
475,martapura,-3.4167,114.85,31.05,70,40,2.06,ID,1697336650
476,bodo,67.28,14.405,5.02,67,100,7.2,NO,1697336650
477,nemuro,43.3236,145.575,15.96,67,7,3.61,JP,1697336414
478,belyy yar,53.6039,91.3903,3.94,93,75,2,RU,1697336651
479,cheremushki,52.8356,91.3944,7.11,96,100,1.73,RU,1697336651
480,taghazout,30.5426,-9.7112,21.43,60,39,0.93,MA,1697336651
481,puerto lempira,15.2667,-83.7667,26.94,88,7,3.14,HN,1697336651
482,fonte boa,-2.4959,-66.2662,25.02,79,60,0.96,BR,1697336652
483,linxia chengguanzhen,35.6003,103.2064,10.72,41,0,0.47,CN,1697336652
484,swan hill,-35.3378,143.5544,15.63,59,100,5.13,AU,1697336652
485,north bend,43.4065,-124.2243,15.95,82,100,1.54,US,1697336652
486,allapalli,19.4167,80.0667,23.63,79,6,0.97,IN,1697336653
487,grove city,39.8815,-83.093,11.44,91,100,7.2,US,1697336653
488,necochea,-38.5473,-58.7368,13.69,55,100,6.68,AR,1697336653
489,pachino,36.7186,15.0907,22.25,55,0,1.11,IT,1697336653
490,demopolis,32.5176,-87.8364,15.97,67,0,2.57,US,1697336401
491,angaur state,6.906,134.13,28.24,78,19,2.48,PW,1697336654
492,harstad,68.799,16.5293,3.97,72,100,15.65,NO,1697336654
493,wynyard,-41.0,145.7167,11.96,59,99,5.44,AU,1697336654
494,isfahan,32.6572,51.6776,8.8,31,0,1.05,IR,1697336654
495,ebon,4.582,168.6964,28.85,73,100,3.53,MH,1697336655
496,prado,-17.3411,-39.2208,23.36,91,72,2.17,BR,1697336487
497,adis zemen,12.1167,37.7833,14.31,78,5,2.33,ET,1697336655
498,saudarkrokur,65.7461,-19.6394,0.7,94,100,7.37,IS,1697336655
499,karwar,14.8,74.1333,25.42,86,68,1.29,IN,1697336656
500,rovaniemi,66.5,25.7167,0.67,100,100,3.6,FI,1697336656
501,teknaf,20.8624,92.3058,25.66,72,0,1.51,BD,1697336656
502,maisi,43.0395,41.2621,11.63,29,0,3.13,GE,1697336656
503,tocopilla,-22.092,-70.1979,17.77,75,35,0.46,CL,1697336472
504,ma'rib,15.4591,45.3253,20.82,30,5,1.27,YE,1697336657
505,laojunmiao,39.8333,97.7333,12.89,13,0,1.67,CN,1697336657
506,tyukhtet,56.5389,89.3011,5.78,70,100,4.97,RU,1697336657
507,dwarka,22.2394,68.9678,26.79,71,3,4.24,IN,1697336657
508,nizhnesortymskiy,62.4397,71.7603,0.8,92,100,3.63,RU,1697336658
509,arkhangel'sk,64.5401,40.5433,7.29,93,74,4.48,RU,1697336658
510,digras,20.1167,77.7167,24.79,61,84,1.69,IN,1697336658
511,bairnsdale,-37.8333,147.6167,18.36,50,100,2.68,AU,1697336658
512,cadale,2.7603,46.3222,26.43,88,23,4.46,SO,1697336659
513,hassi messaoud,31.6804,6.0729,18.92,32,0,1.03,DZ,1697336659
514,mount pearl,47.5166,-52.7813,11.85,98,100,4.63,CA,1697336659
515,strasburg,48.5834,7.743,11.36,81,75,1.54,FR,1697336615
516,north platte,41.1239,-100.7654,7.29,84,100,4.02,US,1697336660
517,ust-tsilma,65.441,52.1498,4.78,81,99,2.68,RU,1697336660
518,klyuchi,52.2667,79.1667,7.28,59,100,5.79,RU,1697336660
519,bougaa,36.3329,5.0884,11.99,36,0,0.1,DZ,1697336660
520,zhengjiatun,43.5064,123.5064,13.48,20,0,7.51,CN,1697336660
521,yeniseysk,58.4497,92.1703,6.08,70,100,2.24,RU,1697336661
522,pisco,-13.7,-76.2167,19.03,82,0,5.14,PE,1697336661
523,san luis,-33.295,-66.3356,16.74,32,0,3.54,AR,1697336476
524,dakhla,23.6848,-15.958,24.03,59,6,4.61,EH,1697336661
525,amga,60.8953,131.9608,-3.9,53,71,3.13,RU,1697336662
526,pagar alam,-4.0167,103.2667,28.59,52,58,1.19,ID,1697336662
527,payyannur,12.1,75.2,25.39,91,91,2.92,IN,1697336662
528,lubang,13.8584,120.124,28.58,76,50,7.48,PH,1697336662
529,puerto armuelles,8.2833,-82.8667,27.27,74,100,2.24,PA,1697336443
530,nizhneudinsk,54.9076,99.0276,5.01,67,100,1.79,RU,1697336663
531,bhamo,24.2667,97.2333,24.47,78,22,0.53,MM,1697336663
532,kansanshi,-12.0951,26.4273,18.21,83,100,2.52,ZM,1697336663
533,ingeniero jacobacci,-41.3427,-69.5448,11.9,40,61,1.94,AR,1697336663
534,el granada,37.5027,-122.4694,20.08,87,100,6.69,US,1697336589
535,ploneour-lanvern,47.9,-4.2833,9.16,87,0,1.54,FR,1697336664
536,tamandare,-8.7597,-35.1047,24.27,80,93,3.75,BR,1697336664
537,cururupu,-1.8283,-44.8683,25.9,82,26,2.98,BR,1697336664
538,port isabel,26.0734,-97.2086,23.34,67,0,3.09,US,1697336665
539,naze,28.3667,129.4833,25.51,56,44,7.57,JP,1697336665
540,lae,-6.7221,146.9847,32.37,70,44,3.86,PG,1697336665
541,saraqib,35.8645,36.8059,22.71,47,99,2.94,SY,1697336665
542,as saffaniyah,27.9708,48.73,28.23,46,0,3.96,SA,1697336665
543,tambacounda,13.7539,-13.7586,26.89,66,98,2.61,SN,1697336666
544,galax,36.6612,-80.924,13.21,77,100,10.8,US,1697336666
545,san antonio de pale,-1.4014,5.6325,25.74,84,70,7.47,GQ,1697336666
546,san fernando,15.0286,120.6898,31.85,67,14,2.27,PH,1697336666
547,teruel,40.6667,-0.6667,9.22,88,20,1.4,ES,1697336667
548,eyl,7.9803,49.8164,26.94,82,10,2.26,SO,1697336667
549,altamirano,16.8833,-92.15,15.43,99,63,0.78,MX,1697336667
550,santa elena,-2.2333,-80.85,22.62,82,59,4.04,EC,1697336667
551,mumford,5.2618,-0.759,25.46,90,100,4.02,GH,1697336668
552,manado,1.487,124.8455,35.43,46,20,6.17,ID,1697336668
553,mukalla,14.5425,49.1242,25.91,72,6,1.76,YE,1697336668
554,karis,60.0718,23.6616,10.35,68,31,10.09,FI,1697336668
555,vorgashor,67.5833,63.95,-1.4,93,100,3.42,RU,1697336481
556,portel,-1.9356,-50.8211,27.06,65,35,3.05,BR,1697336669
557,wanning,18.8003,110.3967,26.07,79,100,5.3,CN,1697336669
558,queenstown,-31.8976,26.8753,6.66,95,95,1.3,ZA,1697336669
559,erenhot,43.6475,111.9767,7.53,29,3,2.85,CN,1697336506
560,trenggalek,-8.05,111.7167,30.56,56,39,2.86,ID,1697336670
561,uthal,25.8072,66.6219,26.26,82,65,1.74,PK,1697336670
562,tsengel,49.4783,100.8894,5.24,72,21,1.62,MN,1697336670
563,noyabrsk,63.1994,75.4507,0.69,89,100,6.26,RU,1697336670
564,saskatoon,52.1168,-106.6345,6.99,56,20,7.2,CA,1697336670
565,afif,23.9065,42.9172,22.34,22,0,4.16,SA,1697336671
566,mwinilunga,-11.7358,24.4293,17.24,83,92,1.67,ZM,1697336671
567,abancay,-13.6339,-72.8814,15.31,91,47,1.22,PE,1697336671
568,inyati,-19.6756,28.8469,17.35,81,85,3.8,ZW,1697336671
569,arno,60.1167,18.6333,7.66,72,100,6.13,SE,1697336672
570,kamphaeng phet,16.25,99.5,26.53,82,57,1.03,TH,1697336672
571,chokwe,-24.5333,32.9833,20.33,66,99,4.35,MZ,1697336672
572,lebyazh'ye,55.2689,66.4947,2.06,90,21,3.87,RU,1697336672
573,bokani,9.4333,5.2,24.08,84,81,1.16,NG,1697336672
574,karasburg,-28.0167,18.75,12.89,63,7,5.63,NA,1697336673
575,vieste,41.8825,16.175,22.08,63,0,2.84,IT,1697336673
576,mizan teferi,6.9833,35.5833,16.14,92,100,1.32,ET,1697336673
577,hilo,19.7297,-155.09,30.16,77,0,4.12,US,1697336673
578,thinadhoo,0.5333,72.9333,27.35,75,13,4.46,MV,1697336674
